Name,Profile URL,Debut Year,Number of Movies,Tags/Genres,Birthday,Height,Cup Size
小湊よつ葉,https://javdb.com/actors/yr3X0,2025,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, 單體作品(27), 4K(23), 戲劇(16), 中出(13), 苗條(13), 美少女(12), 素人作品(11), 紀錄片(11), 第一人稱攝影(8), 偶像(8), 多P(6), 白天出軌(5), 已婚婦女(5), 戰鬥行動(5), 淫亂真實(4), 潮吹(4), 接吻(4), VR(4), 女同性戀(3), 首次亮相(3), 美少女電影(3), 介紹影片(2), 性感的(2), 乳液(2), 顏射(2), 美乳(2), 企畫(2), 角色扮演(2), 流汗(2), 禮儀小姐(1), 濫交(1), 護士(1), 巨大陰莖(1), 情侶(1), 業餘(1), OL(1), 戶外(1), 老闆娘，女主人(1), 洗澡(1), 婆婆(1), 姐姐(1), 玩具(1), 主觀視角(1), 口交(1), 立即口交(1), 家教(1), 女主播(1), 女上位(1)",,,
"櫻空桃, 桜空もも",https://javdb.com/actors/bvWB,,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, 巨乳(176), 精選綜合(165), 單體作品(117), 4小時以上作品(99), VR(96), 中出(91), 口交(62), 姐姐(58), 蕩婦(57), 女上位(46), 白天出軌(41), 接吻(35), 美少女電影(34), 乳交(28), 數位馬賽克(27), 主觀視角(27), 苗條(25), 潮吹(24), 淫亂真實(18), 紀錄片(18), 素人作品(17), 流汗(15), 美乳(15), 禮儀小姐(14), 多P(13), 第一人稱攝影(10), 藝人(10), 戲劇(10), 高中女生(9), 美容院(9), 介紹影片(9), 淫語(8), 女教師(7), 拘束(7), 偶像(7), 美少女(7), OL(6), 16小時以上作品(6), 妓女(6), 美臀(5), 浴衣(5), 凌辱(5), 立即口交(5), 濫交(5), 乳液(5), 戀乳癖(5), 已婚婦女(5), 顏射(4), 出軌(4), 護士(4), 手淫(4), 大屁股(4), 內衣(3), 戀物癖(3), 新娘，年輕妻子(3), 眼鏡(3), 首次亮相(3), 肛門・肛交(2), 高挑(2), 角色扮演者(2), 原作改編(2), 情侶(2), 連褲襪(2), 偷窺(2), 業餘(2), 深喉(2), 輪姦(2), 按摩(2), 羞恥(2), 角色扮演(2), 放尿(2), 強姦(2), 其他戀物癖(2), 妹妹(1), 制服(1), 惡作劇(1), 性感的(1), 玩具(1), 戀腿癖(1), 學校作品(1), 泳裝(1), 和服，喪服(1), 家教(1), 短裙(1), 各種職業(1), 女優按摩棒(1), 處男(1), 女檢察官(1), 飲尿(1), 騎乗位(1), 賽車女郎(1), 學校泳裝(1), 亂倫(1), 魔鬼系(1), 捆綁(1), 調教(1), 感謝祭(1), 蠻橫嬌羞(1), 女傭(1), 子宮頸(1), 女大學生(1)",,,
"葵伊吹, 葵いぶき, 翼あおい",https://javdb.com/actors/JbER,,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, 單體作品(79), 巨乳(63), 精選綜合(59), 中出(52), 美少女電影(42), 4小時以上作品(40), 紀錄片(28), 素人作品(26), 淫亂真實(25), 女上位(23), 苗條(23), VR(21), 多P(20), 蕩婦(17), 口交(15), 偶像(14), 潮吹(13), 接吻(12), 介紹影片(11), 乳交(10), 凌辱(9), 主觀視角(8), 制服(8), 白天出軌(7), 顏射(7), 高中女生(6), 流汗(6), 手淫(6), 深喉(5), 美乳(5), 辣妹(4), 感謝祭(4), OL(4), 角色扮演者(4), 美臀(4), 浴衣(4), 女大學生(4), 羞恥(3), 乳液(3), M男(3), 拘束(3), 第一人稱攝影(3), 子宮頸(2), 姐姐(2), 濫交(2), 巨大陰莖(2), 泳裝(2), 肛門・肛交(2), 戀物癖(2), 亂倫(2), 淫語(2), 妹妹(2), 自慰(2), 美容院(2), 女教師(2), 處男(2), 立即口交(2), 按摩(2), 禮儀小姐(2), 肌肉(1), 大屁股(1), 戲劇(1), 護士(1), 原作改編(1), 情侶(1), 蠻橫嬌羞(1), 教學(1), 運動短褲(1), 學校泳裝(1), 出軌(1), 已婚婦女(1), 內衣(1), 童年朋友(1), 女傭(1), 首次亮相(1)",,,
"桃乃木香奈, 桃乃木かな, 松嶋真麻",https://javdb.com/actors/0dKX,,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, 精選綜合(147), 巨乳(110), 4小時以上作品(107), 單體作品(94), 美少女電影(70), 口交(65), 數位馬賽克(63), 美少女(61), 蕩婦(53), VR(46), 白天出軌(38), 接吻(35), 潮吹(35), 苗條(32), 中出(31), 姐姐(29), 女上位(29), 淫亂真實(24), 凌辱(24), 主觀視角(21), 流汗(20), 戲劇(17), 第一人稱攝影(15), 高中女生(14), 淫語(14), 濫交(14), 藝人(13), 顏射(12), 多P(11), 偷窺(11), 蘿莉塔(11), 偶像(10), 美容院(10), 調教(10), 妓女(10), 妹妹(10), OL(9), 紀錄片(9), 手淫(9), 素人作品(8), 已婚婦女(8), 美乳(7), 禮儀小姐(7), 強姦(7), 校服(7), 放尿(7), 16小時以上作品(6), 女教師(6), 深喉(6), 乳交(6), 羞恥(6), 介紹影片(6), 無毛(6), 拘束(5), 首次亮相(5), 角色扮演者(4), 肛門・肛交(4), 美臀(4), 護士(4), 情侶(4), 乳液(4), 輪姦(4), 大屁股(4), 捆綁(4), 獵豔(3), 處男(3), 角色扮演(3), 瘦小身型(3), 監禁(2), 按摩(2), 連褲襪(2), 制服(2), 學校泳裝(2), 戀乳癖(2), 貓耳女(2), 運動短褲(2), 感謝祭(2), 泳裝(2), 絲襪、過膝襪(2), 眼鏡(2), M男(2), SM(1), 足交(1), 戀腿癖(1), 教學(1), 辣妹(1), 兔女郎(1), 各種職業(1), 巨大陰莖(1), 4K(1), 性感的(1), 戀物癖(1), 女優按摩棒(1), 新娘，年輕妻子(1), 和服，喪服(1), 女檢察官(1), 家教(1), 浴衣(1), 女大學生(1), 超乳(1), 女傭(1), 立即口交(1), 薄馬賽克(1), 魔鬼系(1), 戶外(1), 娃娃(1), 猥褻穿著(1), 婆婆(1), 熟女(1), 按摩棒(1), 惡作劇(1), 亂倫(1)",,,
守屋よしの,https://javdb.com/actors/Mm1qA,,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, OL(5), 素人作品(5), 單體作品(5), 4K(5), 多P(3), 秘書(3), 紀錄片(2), 首次亮相(2), 眼鏡(1), 口交(1), 顏射(1), 立即口交(1), 潮吹(1), 惡作劇(1), 羞恥(1), 高挑(1), 姐姐(1), 乳液(1), 巨大陰莖(1)",,,
"森澤佳奈, 森沢かな, 飯岡かなこ, 飯岡かな子, 沖田梨乃, 藤原遼子, 飯島恭子, 浅倉彩菜, かな子",https://javdb.com/actors/A0Qy,,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, 中出(622), 精選綜合(586), 已婚婦女(460), 單體作品(444), 熟女(398), 4小時以上作品(340), 巨乳(266), VR(260), 蕩婦(229), 白天出軌(199), 素人作品(162), 淫亂真實(158), 苗條(149), 口交(142), 美乳(126), 戲劇(108), 女上位(100), 出軌(92), 多P(92), 亂倫(81), 姐姐(76), 自慰(70), 數位馬賽克(69), 主觀視角(68), 16小時以上作品(68), 肛門・肛交(66), 凌辱(65), 潮吹(59), 捆綁(59), 女同性戀(59), 接吻(59), 美少女電影(55), 紀錄片(52), 美少女(51), 淫語(51), 顏射(49), 大屁股(49), 介紹影片(48), 戀物癖(46), 拘束(44), 羞恥(43), 美臀(41), 企畫(41), 連褲襪(38), 第一人稱攝影(37), 手淫(37), 女教師(36), OL(34), 流汗(33), 放尿(33), 調教(33), 巨大陰莖(32), 新娘，年輕妻子(31), 深喉(29), 吞精(28), 其他戀物癖(27), 濫交(26), 戀腿癖(26), 業餘(24), 按摩(24), 強姦(23), 藥物(23), 女同接吻(23), 4K(22), 玩具(22), SM(22), 眼鏡(21), 禮儀小姐(20), 監禁(20), 各種職業(19), 母親(19), 乳液(18), 女優按摩棒(17), 乳交(17), 角色扮演者(17), 舔陰(17), 特效(17), 美容院(15), 偷窺(15), 正太控(15), 輪姦(15), 黑人演員(15), 戶外(14), 女檢察官(14), 和服，喪服(14), M男(14), 制服(14), 護士(14), 內衣(13), 足交(13), 妹妹(13), 無毛(13), 女戰士(13), 角色扮演(12), 魔鬼系(11), 局部特寫(11), 婆婆(11), 處男(11), 高中女生(10), 按摩棒(10), 辣妹(9), 戀愛(9), 妓女(8), 迷你裙(8), 寡婦(8), 短裙(8), 空中小姐(7), 猥褻穿著(7), 汽車性愛(7), 偶像(6), 騎乗位(6), 惡作劇(6), 感謝祭(6), 變性者(6), 泳裝(6), 手指插入(6), 老闆娘，女主人(6), 情侶(5), 秘書(5), 妄想(5), 女裝人妖(5), 故事集(5), 戰鬥行動(5), 倒追(4), 69(4), 跳蛋(4), 女大學生(4), 獵豔(4), 學校泳裝(4), 水手服(4), 子宮頸(4), 立即口交(4), 賽車女郎(4), 超乳(4), 重印版(3), HDTV(3), 女主播(3), 家教(3), 平胸(3), 學校作品(3), 緊身衣(3), 身體意識(3), 浴衣(3), 性騷擾(3), 運動(3), 性感的(2), 高挑(2), 講師(2), 原作改編(2), 兔女郎(2), 泡泡襪(2), 藝人(2), 催眠(2), 大小姐(2), 插入異物(2), 運動短褲(2), 洗澡(2), 溫泉(2), 女傭(2), 戀乳癖(2), 女醫生(2), 展場女孩(2), 爛醉如泥的(2), 給女性觀眾(1), 雙性人(1), 灌腸(1), 緊縛(1), 觸手(1), 模特兒(1), 蠻橫嬌羞(1), 童年朋友(1), 肌肉(1), 教學(1), 絲襪、過膝襪(1), 裸體圍裙(1), 性轉換·女體化(1), 胖女人(1), 動畫人物(1), 科幻(1), 瘦小身型(1), 修女(1), 明星臉(1), 母乳(1), 蘿莉塔(1), 殘忍畫面(1), 拳交(1), 娃娃(1)",,,
"沙月恵奈, 恵奈, えな, 恵皐月, 沙月恵那",https://javdb.com/actors/zKKN7,,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, 中出(445), VR(361), 精選綜合(310), 單體作品(266), 美少女電影(255), 4小時以上作品(206), 蕩婦(185), 巨乳(184), 口交(147), 素人作品(127), 淫亂真實(120), 高中女生(112), 美乳(98), 女上位(98), 主觀視角(95), 多P(86), 淫語(57), 戀物癖(55), 制服(54), 手淫(47), 業餘(46), 接吻(44), 自慰(43), 第一人稱攝影(43), 已婚婦女(41), 姐姐(40), 肛門・肛交(39), 角色扮演者(37), 女同性戀(37), 大屁股(37), 美臀(37), 潮吹(37), 戲劇(35), M男(34), 白天出軌(33), 女大學生(32), 16小時以上作品(31), 介紹影片(31), 女同接吻(29), 濫交(29), 吞精(28), 辣妹(28), 校服(27), 乳交(25), 妹妹(24), 苗條(24), 顏射(23), 禮儀小姐(22), 亂倫(22), OL(22), 玩具(22), 羞恥(21), 深喉(20), 短裙(19), 美容院(18), 無毛(17), 凌辱(17), 偷窺(17), 紀錄片(17), 按摩(17), 4K(16), 局部特寫(16), 舔陰(15), 乳液(15), 企畫(14), 放尿(14), 戶外(13), 美少女(13), 猥褻穿著(13), 拘束(12), 情侶(12), 女傭(12), 魔鬼系(10), 瘦小身型(9), 妄想(9), 處男(9), 各種職業(9), 獵豔(9), 手指插入(9), 偶像(9), 騎乗位(8), 平胸(8), 學校泳裝(8), 連褲襪(8), 戀愛(8), 眼鏡(8), 護士(8), 女優按摩棒(8), 給女性觀眾(7), 出軌(7), 內衣(7), 熟女(7), 學校作品(6), 女戰士(6), 倒追(6), 浴衣(6), 足交(6), 按摩棒(6), 戀腿癖(5), 泳裝(5), 惡作劇(5), 流汗(5), 角色扮演(5), 迷你裙(5), 監禁(5), 原作改編(4), 變性者(4), 女教師(4), 故事集(4), 兩女一男(4), 藥物(4), 和服，喪服(4), 緊縛(4), 運動短褲(4), 緊身衣(4), 新娘，年輕妻子(4), 感謝祭(4), 巨大陰莖(4), 童年朋友(4), 特效(3), 插入異物(3), 運動(3), 戰鬥行動(3), 家教(3), 捆綁(3), 立即口交(3), 子宮頸(3), 首次亮相(3), 泡泡襪(2), 69(2), 水手服(2), 靴子(2), 殘忍畫面(2), 處女(2), 投稿(2), 母親(2), 藝人(2), 女檢察官(1), 貓耳女(1), SM(1), 性轉換·女體化(1), 賽車女郎(1), 高挑(1), 女裝人妖(1), 秘書(1), 教學(1), 飲尿(1), 女醫生(1), 蠻橫嬌羞(1), 胖女人(1), 曬黑(1), 講師(1), 觸手(1), 絲襪、過膝襪(1), 戀乳癖(1), 超乳(1), 雙性人(1), 女主播(1), 跳蛋(1), 空中小姐(1), 性騷擾(1), 強姦(1), 溫泉(1), 寡婦(1), 服務生(1), 娃娃(1), 國外進口(1), 蒙面・面罩(1), 汽車性愛(1), 其他戀物癖(1), 全裸(1), 調教(1), 蘿莉塔(1), 感官作品(1), 跳舞(1)",,,
渡部ほの,https://javdb.com/actors/W1eeK,2025,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, 首次亮相(1), 顏射(1), 乳交(1), 單體作品(1), 紀錄片(1), 巨乳(1)",,,
"柏木小夏, 柏木こなつ, 柏木さん",https://javdb.com/actors/meygD,,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, 中出(226), 巨乳(152), 單體作品(142), 美少女電影(132), VR(115), 精選綜合(112), 高中女生(92), 4小時以上作品(91), 制服(62), 口交(61), 淫亂真實(45), 素人作品(40), 蕩婦(37), 多P(35), 女上位(33), 美乳(32), 無毛(21), 乳交(21), 潮吹(21), 業餘(20), 美臀(18), 接吻(17), 校服(16), 自慰(16), 苗條(16), 第一人稱攝影(16), 凌辱(15), 手淫(15), 角色扮演者(15), 亂倫(14), 戀物癖(14), 妹妹(14), 淫語(13), 辣妹(13), 濫交(12), 主觀視角(12), 羞恥(12), 白天出軌(11), 女同性戀(11), 水手服(11), 女大學生(11), 美少女(11), 已婚婦女(10), 深喉(10), 玩具(10), 乳液(10), 戲劇(9), 瘦小身型(9), 拘束(9), 泳裝(9), 大屁股(9), 獵豔(9), 放尿(9), 原作改編(8), 舔陰(8), 女同接吻(8), 16小時以上作品(8), 處男(8), M男(8), 眼鏡(8), 手指插入(7), 69(7), 介紹影片(7), 按摩(7), 局部特寫(6), 學校泳裝(6), 短裙(6), 紀錄片(6), 顏射(6), 4K(5), OL(5), 肛門・肛交(5), 騎乗位(5), 美容院(5), 護士(5), 偷窺(5), 平胸(4), 出軌(4), 女傭(4), 妄想(4), 女優按摩棒(4), 禮儀小姐(4), 按摩棒(4), 姐姐(4), 巨大陰莖(4), 浴衣(4), 童年朋友(4), 企畫(4), 魔鬼系(4), 流汗(4), 新娘，年輕妻子(3), 戀乳癖(3), 戶外(3), 娃娃(3), 吞精(3), 運動短褲(3), 運動(3), 和服，喪服(2), 殘忍畫面(2), 學校作品(2), 跳舞(2), 各種職業(2), 女裝人妖(2), 3D(2), 女教師(2), 足交(2), 捆綁(2), 曬黑(2), 貓耳女(1), 故事集(1), 戀愛(1), 女主播(1), 女祭司(1), 藥物(1), 內衣(1), 胖女人(1), 倒追(1), 監禁(1), 變性者(1), 服務生(1), 處女(1), 教學(1), 角色扮演(1), 絲襪、過膝襪(1), 大小姐(1), 偶像(1), 明星臉(1), 母親(1), 投稿(1), 超乳(1), 情侶(1), 感官作品(1), 熟女(1), 插入異物(1), 鴨嘴(1), 迷你裙(1), 猥褻穿著(1), 戀腿癖(1), 連褲襪(1), SM(1), 首次亮相(1)",,,
初美なのか,https://javdb.com/actors/GMBY7,,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, 單體作品(2), 苗條(2), 美少女電影(2), 主觀視角(1), 多P(1), 首次亮相(1), 女大學生(1)",,,
三澄寧々,https://javdb.com/actors/d4ndM,,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, 單體作品(3), 巨乳(3), 姐姐(2), 介紹影片(1), 內衣(1), 泳裝(1), 苗條(1), 偶像(1), 淫亂真實(1), 首次亮相(1), 女上位(1)",,,
千咲ちな,https://javdb.com/actors/45PvE,2025,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, 單體作品(2), 禮儀小姐(2), 第一人稱攝影(1), 口交(1), 濫交(1), 巨乳(1), 首次亮相(1), 潮吹(1), 女上位(1), 淫亂真實(1)",,,
ひなの花音,https://javdb.com/actors/NwOmN,2025,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, 單體作品(3), 巨乳(3), 口交(2), 姐姐(2), 介紹影片(1), 性感的(1), 內衣(1), 泳裝(1), 白天出軌(1), 接吻(1), 首次亮相(1)",,,
桜庭ももな,https://javdb.com/actors/vDkAp,2025,,"全部, 可播放, 單體作品, 含磁鏈, 含字幕, 乳交(2), 單體作品(2), 巨乳(2), 女大學生(2), 潮吹(1), 首次亮相(1), 美少女電影(1)",,,
